title,performer,genre,sentiment,party,cand_full,cand_f,cand_l,campaign,event_type,url_used,year,cand_year,is_instrumental,n_words,lang_song,bad_scrape,title_key,num_plays,song_ct,id,NRC_anger,NRC_anticipation,NRC_disgust,NRC_fear,NRC_joy,NRC_sadness,NRC_surprise,NRC_trust,NRC_negative,NRC_positive,n_tokens,n_vad,vad_coverage,avg_valence,avg_arousal,avg_dominance,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,woman,lastname_year,front_runner,i_less_we,fem_male
Clampdown,The Clash,pop/rock,thumbs-up,D,Beto O'Rourke,Beto,O'Rourke,2020 Campaign,campaign rally,https://genius.com/the-clash-clampdown-lyrics,2020,O'Rourke 2020,FALSE,408,en,FALSE,clampdown,2,5,134,1.3850415512465375,1.10803324099723,1.10803324099723,1.3850415512465375,1.10803324099723,2.21606648199446,0.554016620498615,1.10803324099723,3.8781163434903045,2.770083102493075,362,111,0.30662983425414364,0.15467545107434302,0.13217788425544658,0.14923261211349853,1,361,65.35,96.32,37.35,3.74,22.56,9.7,85.04,70.08,54.85,14.13,10.8,1.66,1.94,5.26,0.28,1.39,3.32,14.96,8.59,1.39,14.4,9.7,3.88,4.71,1.94,18.84,4.99,3.6,7.48,1.94,3.05,2.49,19.94,1.39,8.03,1.66,1.39,2.49,0.83,0.28,1.94,0,2.77,0.28,2.49,1.11,0.28,0.83,0,0.55,0.28,0,16.07,3.88,0,0,0.83,0.55,1.66,11.91,0,0,0,1.94,0.83,0.55,0.28,0,4.99,0,0,3.6,0.83,0.55,0.55,0,0,0,0,0,0,0,0.28,0,0.28,3.6,0,0.28,0,0.28,0.55,0,11.63,10.25,0,2.22,6.93,0.83,0,0.83,4.71,1.39,8.03,0.83,1.94,1.66,0.28,0,0,26.59,0,2.22,1.39,3.05,10.53,9.42,0,0,O'Rourke 2020,0,-0.28,-1.94
I Could Fall in Love,Selena,pop/rock,thumbs-up,D,Beto O'Rourke,Beto,O'Rourke,2020 Campaign,campaign rally,https://genius.com/Selena-i-could-fall-in-love-lyrics,2020,O'Rourke 2020,FALSE,280,en,FALSE,i could fall in love,2,5,135,0.3968253968253968,0.3968253968253968,0.3968253968253968,0.3968253968253968,0.7936507936507936,0.7936507936507936,1.1904761904761905,0,0.7936507936507936,0.7936507936507936,252,86,0.3412698412698413,0.24571797711332594,0.19984311554078998,0.18972406792174235,1,252,12.48,47.11,99,99,84,3.97,91.67,69.05,59.13,24.21,22.22,13.89,0,8.33,0,0,1.98,2.78,0.79,0,14.29,11.9,3.57,5.16,1.98,21.43,0.4,0,1.59,0,1.19,0.4,23.02,1.19,18.25,3.57,1.98,10.32,2.38,0,1.98,0,9.13,8.33,0.79,7.14,7.14,0,0,0,0,0,17.86,7.14,0,0,0,0,0,10.71,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0.79,0.79,0,0,0,0,0.79,0.4,13.89,18.65,0,8.73,16.67,0,0,1.19,2.38,0,2.38,1.59,0.4,0.4,0,0,0,12.7,0,1.59,0.79,0,1.59,8.73,0,0,O'Rourke 2020,0,13.89,0
Baba O'Riley,"Pete Townshend, The Who",pop/rock,thumbs-up,D,Beto O'Rourke,Beto,O'Rourke,2020 Campaign,campaign rally,https://genius.com/pete-townshend-baba-oriley-lyrics,2020,O'Rourke 2020,FALSE,93,en,FALSE,baba o'riley,1,5,136,2.2222222222222223,1.1111111111111112,1.1111111111111112,2.2222222222222223,1.1111111111111112,2.2222222222222223,1.1111111111111112,2.2222222222222223,3.3333333333333335,4.444444444444445,90,35,0.3888888888888889,0.6415238095238095,0.540952380952381,0.5635555555555556,1,90,19.76,22.56,96.01,9.52,90,15.56,86.67,73.33,48.89,17.78,15.56,11.11,2.22,1.11,0,1.11,2.22,13.33,4.44,0,11.11,14.44,4.44,1.11,5.56,27.78,13.33,2.22,4.44,4.44,0,0,21.11,1.11,3.33,1.11,0,2.22,0,1.11,0,0,5.56,2.22,3.33,2.22,1.11,1.11,0,0,1.11,0,14.44,4.44,1.11,0,2.22,1.11,1.11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,1.11,0,2.22,0,4.44,0,0,0,0,0,0,15.56,16.67,1.11,3.33,11.11,2.22,0,0,3.33,1.11,13.33,0,2.22,0,0,2.22,0,14.44,0,2.22,0,1.11,11.11,0,0,0,O'Rourke 2020,0,8.889999999999999,0
United States of America's national anthem,Francis Scott Key,patriotic,thumbs-up,D,Beto O'Rourke,Beto,O'Rourke,2020 Campaign,campaign rally,https://genius.com/francis-scott-key-united-states-of-americas-national-anthem-lyrics,2020,O'Rourke 2020,FALSE,351,en,FALSE,united states of america's national anthem,1,5,137,1.8808777429467085,2.5078369905956115,0.31347962382445144,2.5078369905956115,2.5078369905956115,0.9404388714733543,0.31347962382445144,2.8213166144200628,2.5078369905956115,3.4482758620689653,316,106,0.33544303797468356,0.20138995682261787,0.14193529307387473,0.1777015437392796,1,319,87.22,88.71,28.84,92.67,29,13.79,79.62,62.38,51.72,10.34,5.96,0,3.45,0.31,1.25,0.31,4.39,20.06,14.11,0.63,11.6,5.96,4.39,6.58,0,9.09,6.27,1.88,7.52,3.76,2.51,2.82,12.54,0.63,3.76,0.94,0.63,0.94,1.25,0,0.63,0,7.84,6.58,1.25,0.94,0.94,0,0,0,0,0,11.6,5.33,0.63,0,0.63,1.57,1.57,6.58,0,0,1.25,0.31,0.31,0.31,0,0,1.88,0,1.57,0,0,0.31,0,0,0,0,0,0,0,0,0,0.31,0,0.63,0,0.31,0,0.94,0.31,0,4.39,15.36,0.31,1.57,9.4,4.08,0.31,0,4.7,2.82,3.13,1.88,1.57,0,0,1.57,0,18.5,1.25,7.52,0.94,1.25,5.33,2.19,0,0,O'Rourke 2020,0,-3.45,0.94
Power to the People,John Lennon,pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/john-lennon-power-to-the-people-lyrics,2020,Sanders 2020,FALSE,194,en,FALSE,power to the people,10,66,138,1.075268817204301,1.075268817204301,0.5376344086021505,1.075268817204301,0.5376344086021505,1.075268817204301,1.075268817204301,0.5376344086021505,1.075268817204301,1.6129032258064515,186,79,0.42473118279569894,0.3570028583095141,0.2677011024908126,0.3561249489587587,1,186,99,99,1.41,78.26,186,6.45,99.46,63.98,54.3,10.22,9.68,0.54,1.61,4.3,2.15,1.08,0.54,16.13,14.52,0.54,20.97,1.61,4.84,2.15,0.54,9.68,1.61,0.54,19.35,2.69,1.61,15.05,6.45,0.54,2.15,0.54,0.54,1.08,0,0.54,0,0,3.76,3.76,0,0,0,0,0,0,0,0,26.34,1.61,0,0,0,0,1.08,24.73,0.54,0.54,2.69,0.54,0.54,0.54,0,0,3.23,1.61,0.54,1.08,0,0,0.54,0,0,0,0,0,0,0,0,0,0.54,2.69,0,0,0,0,0,0,22.58,6.45,0,1.08,4.3,0,1.61,0,2.69,0,3.23,0,0,0,0,0,0,4.3,0,4.3,0,0,0,0,0,0,Sanders 2020,0,-1.07,2.15
Takin' It to the Streets,The Doobie Brothers,pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/the-doobie-brothers-takin-it-to-the-streets-lyrics,2020,Sanders 2020,FALSE,374,en,FALSE,takin' it to the streets,6,66,139,0.6389776357827476,0.3194888178913738,0.9584664536741214,0.9584664536741214,0.3194888178913738,0.6389776357827476,0,1.2779552715654952,1.2779552715654952,1.2779552715654952,313,52,0.16613418530351437,0.20726222659130009,0.1498156795281396,0.15698574588350944,1,313,59.41,15.35,26.72,16.58,313,14.06,90.42,85.94,61.66,24.6,11.18,7.35,0,3.51,0.32,0,13.42,16.29,10.54,0,15.34,6.71,1.6,1.92,4.47,25.24,3.19,1.92,1.6,0.96,0,0.64,13.1,2.24,5.11,1.92,0,1.6,0.32,0,1.28,0,0.64,0,0.32,0.32,0,0.32,0,0,0.32,0.32,6.71,1.92,0,0,0,0,1.92,4.79,0.64,0,0,0.96,0,0,0,0,0.64,0,0,0,0.32,0.32,1.6,0,0,0,0,0,0,0,0,1.6,0,10.86,0.32,0,0,0,0.32,0,8.31,7.67,0,1.92,3.19,2.24,0,0,0.96,0.32,3.83,1.92,5.43,1.6,2.56,1.28,0,23.64,0,4.79,0,0,4.15,14.7,0,0,Sanders 2020,0,7.35,-0.96
Pick Up The Phone,"Young Thug, Travis Scott",hip-hop/rap,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/travis-scott-pick-up-the-phone-lyrics,2020,Sanders 2020,FALSE,1016,en,FALSE,pick up the phone,6,66,140,1.2836970474967908,1.0269576379974326,0.8985879332477535,0.8985879332477535,1.4120667522464698,0.5134788189987163,0.5134788189987163,1.2836970474967908,1.5404364569961488,2.5673940949935816,780,249,0.3192307692307692,0.07767965314402668,0.05717401054796851,0.061348861427739196,1,779,53.12,27.45,93.14,17.26,389.5,7.06,85.88,66.62,51.22,17.97,14.12,9.88,0.13,2.95,1.03,0.13,3.85,12.2,5.26,2.05,14.38,7.83,3.72,3.08,2.57,15.15,2.82,2.82,1.28,0.64,0.13,0.51,13.74,2.82,2.95,1.41,0.77,0.26,0.26,0.26,0.51,0,5.01,1.67,1.93,1.03,0.77,0.26,0,0.26,0,1.67,14.25,4.49,0.39,0.26,0.51,1.16,2.18,9.24,3.85,0,2.18,0.64,1.41,0.39,0,1.03,2.7,0.64,0.77,0.13,0.9,0.26,1.67,0.51,0.51,0,0,0.26,0.13,0.39,0,0.39,0,1.03,0,0,0,0.13,0.26,0,8.22,14.51,0,2.31,11.3,0.9,0.13,0.13,2.18,2.95,5.01,0.9,7.7,1.8,4.11,0.26,2.05,44.16,0,11.81,0.13,0,9.24,22.98,0,0,Sanders 2020,0,9.75,1.54
Someday,The Strokes,pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/the-strokes-someday-lyrics,2020,Sanders 2020,FALSE,236,en,FALSE,someday,4,66,141,0,2.512562814070352,0,0,2.512562814070352,0.5025125628140703,1.5075376884422111,2.0100502512562812,1.0050251256281406,3.5175879396984926,199,59,0.2964824120603015,0.3118814411038242,0.2093262924793459,0.2656417681628481,1,199,2.41,28.96,99,20.23,66.33,11.06,92.46,72.36,49.75,24.12,23.12,13.07,3.02,4.02,0,3.02,1.01,8.04,1.01,0,7.04,10.55,7.04,4.52,4.52,22.61,7.54,3.02,8.04,4.52,3.52,0,29.65,2.51,15.08,1.51,0.5,3.02,6.03,0.5,3.52,0,2.01,1.01,1.01,2.01,1.01,1.01,0.5,0,0,0,17.59,4.02,0,0,0,0,3.52,12.06,0,1.51,0,0.5,0,0,0,0,1.51,0.5,0,1.01,0,0,0.5,0,0,0,0,0,0,0,0,2.01,1.51,0,0,0,0,0,0,0,11.56,13.07,0,2.51,9.05,1.01,0,1.51,11.06,1.51,5.03,9.55,7.04,1.01,2.51,3.52,0,30.65,3.02,14.57,0,0,10.05,3.02,0,0,Sanders 2020,0,10.05,-0.5
Seven Nation Army,The White Stripes,pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/the-white-stripes-seven-nation-army-lyrics,2020,Sanders 2020,FALSE,188,en,FALSE,seven nation army,4,66,142,2.197802197802198,1.098901098901099,1.098901098901099,2.197802197802198,0.5494505494505495,1.6483516483516483,1.6483516483516483,2.197802197802198,4.395604395604396,1.098901098901099,183,54,0.29508196721311475,0.2992063492063492,0.23578551078551074,0.265995115995116,1,182,32.56,1.93,90.28,14.24,182,7.14,90.66,70.88,61.54,21.43,14.84,12.09,0,1.1,0,1.65,6.59,16.48,7.14,1.1,17.03,12.64,1.65,8.24,2.75,21.43,2.2,3.3,2.2,0,0.55,1.65,24.73,3.3,8.24,2.2,1.1,2.2,0.55,0,2.2,0.55,2.2,0.55,1.1,0,0,0,0,0,0,0.55,9.34,4.4,0,0,0.55,0,3.85,4.4,0,0,0.55,0,0.55,0.55,0,0,2.75,0.55,1.1,0.55,0,0.55,4.95,2.75,2.2,0,0,0.55,0,0,0,0,1.1,1.1,0,0,0,0,0,0,8.79,11.54,0,1.65,7.14,1.1,1.1,0.55,2.2,0,9.89,4.4,4.4,4.4,0,0,0,22.53,0,3.3,0,0,15.38,3.85,0,0,Sanders 2020,0,12.09,0.55
The Things I Regret,Brandi Carlile,pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/brandi-carlile-the-things-i-regret-lyrics,2020,Sanders 2020,FALSE,360,en,FALSE,the things i regret,4,66,143,1.3888888888888888,0.5555555555555556,0.5555555555555556,1.9444444444444444,0.5555555555555556,1.9444444444444444,0.2777777777777778,0.8333333333333334,3.611111111111111,1.3888888888888888,369,131,0.35501355013550134,0.14324215436810855,0.1178668363019508,0.10602629346904155,1,360,43.82,85.21,99,14.18,360,7.22,92.22,78.89,58.89,26.39,23.06,10.28,0,8.06,0,4.72,3.33,13.33,7.78,0,15,4.17,5.28,5.28,0.28,16.67,3.61,2.5,0.28,0,0,0.28,16.11,0.83,9.17,1.67,0.28,2.5,2.22,0,1.94,1.94,3.89,1.67,2.22,1.39,0,1.39,0,0,1.39,0,13.89,0.56,0,0,0.28,0.28,0,13.06,0,0,0,0,0,0,0,0,1.94,0.83,0.56,0,0,0.56,1.94,0,0,0,0,0,0,0,0.56,0,0.83,0.28,0.56,0,0,0,0,0,3.89,17.22,0,6.11,10,0,0.56,0.83,3.89,3.33,5.56,0,3.33,3.33,0,3.33,0,5.28,0,0,0,0,2.78,2.5,0,0,Sanders 2020,0,10.28,0
Fortunate Son,Creedence Clearwater Revival,pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/Creedence-clearwater-revival-fortunate-son-lyrics,2020,Sanders 2020,FALSE,244,en,FALSE,fortunate son,4,66,144,0.49261083743842365,0.9852216748768473,0.49261083743842365,1.477832512315271,0.9852216748768473,0.49261083743842365,0,1.9704433497536946,1.9704433497536946,2.4630541871921183,204,52,0.2549019607843137,0.3121163319439182,0.20774914740431985,0.27319060250094734,1,203,1,1,99,66.8,101.5,5.91,94.58,79.31,70.44,27.09,18.23,12.81,0.49,1.48,0,3.45,8.87,20.2,3.94,2.96,3.94,15.27,2.46,3.45,22.66,18.72,7.39,6.9,5.42,0.99,0,4.43,30.05,9.36,15.27,0.99,0.99,0.49,0,0,13.3,0,3.94,3.45,0.49,0,0,0,0,0,0,0,11.82,1.97,0.49,0,0,0,0.99,9.85,4.43,0,0,2.96,0.99,0.99,0,0,1.97,0.49,0.49,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.84,4.43,0,0.99,1.97,1.97,0,0,2.46,1.48,15.27,0,3.45,0.49,0.99,0,1.97,39.41,0,19.7,0.49,0,15.76,3.45,0,0,Sanders 2020,0,12.32,-2.96
This Land Is Your Land,Woody Guthrie,pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/woody-guthrie-this-land-is-your-land-lyrics,2020,Sanders 2020,FALSE,291,en,FALSE,this land is your land,3,66,145,0.7142857142857143,1.0714285714285714,0,0.35714285714285715,1.7857142857142858,0.35714285714285715,0.35714285714285715,0.7142857142857143,0.7142857142857143,2.857142857142857,279,75,0.26881720430107525,0.21810952380952378,0.13195714285714286,0.17477619047619047,1,280,45.02,19.97,93.4,35.41,70,11.43,81.07,69.29,59.64,18.93,12.5,8.57,0,3.57,0.36,0,6.43,19.64,9.29,0,12.14,7.86,1.79,9.64,1.43,16.07,2.14,1.07,0,0,0,0,15.36,1.07,4.64,0,2.86,0,0.36,0,1.79,0,1.07,1.07,0,0,0,0,0,0,0,0,5.36,0.71,0,0,0,0,0.71,4.29,0,0,0.36,0,0,0,0,0,1.07,0.71,0,0.36,0,0,0.71,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,2.5,16.79,0,3.93,10.36,3.21,0.36,0,2.14,10.71,3.21,0,0,0,0,0,0,14.29,1.43,1.07,0,0.71,2.14,8.93,0,0,Sanders 2020,0,8.57,0.36
License to Kill,Bob Dylan,pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/bob-dylan-license-to-kill-lyrics,2020,Sanders 2020,FALSE,296,en,FALSE,license to kill,3,66,146,1.7921146953405018,0,0.7168458781362007,2.5089605734767026,0.35842293906810035,2.5089605734767026,0.7168458781362007,0.7168458781362007,4.659498207885305,2.150537634408602,280,92,0.32857142857142857,0.1938211002025869,0.16581346423562415,0.18158796945613218,1,279,10.68,99,1,3.96,69.75,8.24,89.25,71.68,61.29,22.58,20.43,1.79,0,1.43,13.26,2.51,2.15,13.98,5.73,0.36,10.39,9.32,10.04,6.45,0.72,19,1.79,1.43,3.94,0,1.08,2.87,16.49,1.43,6.09,1.43,1.08,1.08,1.79,0.36,0.72,0,5.02,1.43,3.58,1.08,0,1.08,0.36,0,0.36,0,26.88,5.02,0.36,0.36,1.79,0,1.79,21.51,0,0,3.94,11.83,0.72,0,0,0.72,5.38,3.58,0,0.72,0.36,0.72,5.73,0,0,0,0,0,0,2.87,1.43,0,0.72,3.94,0,0.36,0,0,0,0.36,6.45,9.68,0,0.72,6.81,1.43,0,0.72,4.66,1.08,10.04,5.73,0.72,0,0,0.72,0,9.68,0,4.66,1.43,0,3.23,0.36,0,0,Sanders 2020,0,1.79,-7.890000000000001
The Times They Are A Changin',Bob Dylan,pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/bob-dylan-the-times-they-are-a-changin-lyrics,2020,Sanders 2020,FALSE,259,en,FALSE,the times they are a changin',3,66,147,2.032520325203252,1.2195121951219512,0.8130081300813008,1.2195121951219512,0.4065040650406504,1.2195121951219512,0.8130081300813008,0.4065040650406504,2.032520325203252,1.2195121951219512,249,76,0.30522088353413657,0.23186243046640992,0.1590928540864356,0.2123181429182713,1,246,20.05,98.75,93.39,25.48,246,10.98,89.43,70.73,60.57,15.04,11.38,0,0,7.32,0.81,2.03,3.66,17.07,9.35,1.63,9.35,14.63,6.5,6.91,3.25,19.92,5.69,2.03,4.47,0.41,1.22,3.25,23.58,0.41,3.25,0.81,0,0.81,1.63,0,2.03,0,3.66,2.03,1.63,0.41,0,0.41,0,0,0,0,18.29,3.66,0.81,0.81,0.81,0,0.81,14.63,1.63,0,0.81,1.63,0.81,0.81,0,0,3.25,0,0.41,1.22,1.22,0.41,1.63,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0.41,0.41,0,11.79,13.41,0.41,4.88,9.35,0.41,0,0.41,10.98,0.81,10.16,4.88,0,0,0,0,0,17.89,0,6.1,0,0,9.76,2.03,0,0,Sanders 2020,0,0,-0.8199999999999998
Disco Inferno,The Trammps,r&b,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/the-trammps-disco-inferno-lyrics,2020,Sanders 2020,FALSE,898,en,FALSE,disco inferno,3,66,148,0.46801872074882994,1.24804992199688,0.15600624024961,0.62402496099844,1.4040561622464898,0.62402496099844,0.62402496099844,0.9360374414976599,0.7800312012480499,2.3400936037441498,649,358,0.551617873651772,0.07184958906736158,0.09717445681067466,0.07773381326314505,1,641,34.43,29.67,64.22,48.78,213.67,17.94,68.33,54.29,36.51,11.54,8.89,7.02,0.16,1.72,0,0,2.65,10.45,4.21,0.31,6.71,6.71,7.33,3.59,3.59,16.54,6.08,1.72,2.65,2.03,0,0.62,17.63,0.62,5.62,0.62,0.62,3.43,0.78,0,2.81,0,2.34,2.03,0.16,0.94,0.78,0,0,0,0,0,12.01,2.34,0.47,0,0,0,1.72,9.67,5.93,0,1.72,0,0,0,0,0,1.4,0.62,0,0,0,0.78,0.16,0,0,0,0,0,0,0,0,0.62,0.47,4.37,0,0.78,0,0,0,0,6.86,12.48,0.47,1.4,5.62,0,1.87,3.74,6.08,2.34,8.11,0.31,4.37,1.09,1.09,2.03,0.47,48.21,0,20.75,0.31,0,5.93,21.22,0,0,Sanders 2020,0,6.859999999999999,1.72
Whirlwind,"Mike Gordon, The Mallett Brothers, Jon Fishman, Tessa Gordon",pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/mike-gordon-whirlwind-lyrics,2020,Sanders 2020,FALSE,289,en,FALSE,whirlwind,2,66,149,2.4734982332155475,0.7067137809187279,0.7067137809187279,1.7667844522968197,0.7067137809187279,1.4134275618374559,1.0600706713780919,1.4134275618374559,3.5335689045936394,1.4134275618374559,283,89,0.31448763250883394,0.16770953269543812,0.17058006114265295,0.1651248660023028,1,283,85.73,67.01,39.17,41.03,283,18.37,78.45,68.9,54.77,14.49,10.25,4.24,0,4.95,0.71,0.35,4.24,23.32,17.67,0.35,10.25,5.65,3.18,5.3,1.77,15.9,3.53,1.41,1.77,0.35,1.41,0,11.31,0.35,3.89,0.35,0.35,1.77,1.06,0,0.71,0,3.89,2.47,1.06,1.41,0.71,0.35,0,0.35,0,0,8.83,2.83,1.06,0.71,0,0,1.41,6.36,0,0,0,1.06,0.35,0,0,0.35,0.71,0,0.35,0,0,0.35,3.53,0,0,0,0,0,0,1.41,0.35,1.06,0.35,3.53,0,0,0,0.71,0,0,4.95,13.43,0,2.83,8.83,2.12,0,0.35,2.12,1.41,4.59,1.06,0.71,0.35,0,0,0.35,4.95,0,0.71,0,0,2.83,1.41,0,0,Sanders 2020,0,4.24,-1.06
Ring Them Bells,"Mike Gordon, The Mallett Brothers, Jon Fishman, Bob Dylan, Tessa Gordon",pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/bob-dylan-ring-them-bells-lyrics,2020,Sanders 2020,FALSE,225,en,FALSE,ring them bells,2,66,150,0.9174311926605505,4.128440366972477,0.45871559633027525,2.293577981651376,2.7522935779816513,1.834862385321101,0.9174311926605505,4.128440366972477,4.128440366972477,5.504587155963303,218,72,0.3302752293577982,0.2729612640163099,0.19716488277268093,0.23547400611620792,1,218,76.84,93.87,38.52,7.73,72.67,7.8,78.9,65.6,54.59,11.93,8.72,0,0.46,0.46,0,6.88,3.21,19.27,14.22,0.92,10.55,7.8,4.13,7.8,0,11.47,6.88,3.67,2.29,0.92,0,1.38,12.84,0.46,0.92,0.92,0,0,0,0,0,0,5.05,1.83,3.21,0.92,0,0.92,0,0,0.92,0,14.22,2.75,0,0,0.46,1.83,0.46,11.01,0.46,0,0.46,0.92,0,0,0,0,1.83,0.46,0.46,0,0,0.92,2.75,0,0,0,0,0,0,0.46,0.46,0,0,0,0,0.46,0,0,0,0,4.59,13.76,0,2.75,9.63,0.46,0.46,0,3.21,0.46,7.8,1.83,1.38,0,0,1.38,0,6.42,0.92,2.29,0,0,3.21,0,0,0,Sanders 2020,0,-0.46,-0.46
Let's Go,"Mike Gordon, The Mallett Brothers, Jon Fishman",pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/mike-gordon-lets-go-lyrics,2020,Sanders 2020,FALSE,232,en,FALSE,let's go,2,66,151,2.4038461538461537,0.9615384615384616,1.4423076923076923,2.4038461538461537,0,0.4807692307692308,0.9615384615384616,0.9615384615384616,3.3653846153846154,0.4807692307692308,214,87,0.40654205607476634,0.2513815207780725,0.2139202033598585,0.22392241379310346,1,208,46.27,99,99,26.52,208,5.29,89.42,78.85,50,15.87,13.46,0,8.17,4.81,0.48,0,2.4,12.5,7.21,2.88,12.98,12.5,3.37,3.37,2.88,28.85,3.85,4.33,10.58,9.62,0,0.96,18.27,0,4.33,0.96,0.48,1.44,0.48,0,2.4,0,3.37,1.44,0.96,0.48,0,0,0,0,0,0.48,17.79,2.4,0.48,0.48,0.48,0,0.96,15.38,0,0,0,0.96,0,0,0,0,0.96,0,0.48,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,16.83,23.56,0.48,15.38,15.38,0.96,0.96,0,5.77,0,13.46,1.92,10.1,0.96,0,0,9.13,25.96,0,0.96,0,0,11.54,13.46,0,0,Sanders 2020,0,-8.17,-0.96
Don't Let The Bastards Get You Down,"Kris Kristofferson, The Mallett Brothers, Jon Fishman",pop/rock,thumbs-up,D,Bernie Sanders,Bernie,Sanders,2020 Campaign,campaign rally,https://genius.com/kris-kristofferson-dont-let-the-bastards-get-you-down-lyrics,2020,Sanders 2020,FALSE,199,en,FALSE,don't let the bastards get you down,2,66,152,1.5463917525773196,1.0309278350515463,1.0309278350515463,1.5463917525773196,1.0309278350515463,2.0618556701030926,1.0309278350515463,2.0618556701030926,3.0927835051546393,2.577319587628866,195,72,0.3692307692307693,0.2630798969072165,0.23721363115693014,0.25176832760595647,1,194,39.4,83.91,67.48,2.66,194,9.28,94.33,73.2,54.64,21.65,18.04,4.12,2.06,4.64,3.09,3.61,3.61,13.4,8.76,0,12.89,8.76,3.61,4.64,3.09,24.23,2.58,1.55,12.37,2.06,1.03,8.25,20.1,0,8.25,1.03,0,2.58,2.06,0,4.64,0,6.7,0.52,3.09,0,0,0,0,0,0,3.09,22.68,6.19,0.52,0,2.58,0,2.06,16.49,1.55,0,0,4.12,0.52,0.52,0,0,1.03,0,0,0.52,0.52,0,2.58,0,0,0,0,0,0,0,2.06,2.06,0,3.61,0,0.52,0,0,0,1.03,8.25,16.49,0.52,2.06,11.86,2.58,0.52,0.52,2.58,9.79,2.06,2.06,2.06,2.06,0,0,0,15.98,0,0.52,0,0,12.89,2.58,0,0,Sanders 2020,0,2.06,-4.12
God Bless The USA,Lee Greenwood,pop/rock,thumbs-up,R,Donald Trump,Donald,Trump,2020 Campaign,campaign rally,https://genius.com/lee-greenwood-god-bless-the-usa-lyrics,2020,Trump 2020,FALSE,252,en,FALSE,god bless the usa,157,71,153,0,2.8,0,1.2,3.2,0.4,0.4,2,0.8,4.4,249,71,0.285140562248996,0.2743830985915493,0.1719549295774648,0.2242985915492958,1,250,14.7,6.49,94.23,99,83.33,6.8,94,71.6,60.8,20.4,16.4,11.2,0.4,0.8,1.2,0.4,4,13.6,4.8,0,13.2,10,7.2,6.8,4,17.6,4.4,2.4,3.6,0.8,2,0.8,21.6,1.2,10.4,1.2,1.6,2.4,0.4,2.4,2,1.2,8.4,8.4,0,4,4,0,0,0,0,0,12.4,4.4,0.4,0.4,0,0,0.8,7.6,1.2,0,1.6,1.2,4,2.4,1.6,0,2.8,0,0,0.4,0,2.4,2,0,0,0,0,0,0,0,1.2,0.8,0,0.4,0,0,0,0,0.4,0,11.2,12.8,0,0.4,12,0.4,0,0,3.6,4.4,7.2,1.6,0,0,0,0,0,10.4,0.8,0.4,0,0,9.2,0,0,0,Trump 2020,1,10.799999999999999,0.40000000000000013
