title,performer,genre,sentiment,party,cand_full,cand_f,cand_l,campaign,event_type,url_used,year,cand_year,is_instrumental,n_words,lang_song,bad_scrape,title_key,num_plays,song_ct,id,NRC_anger,NRC_anticipation,NRC_disgust,NRC_fear,NRC_joy,NRC_sadness,NRC_surprise,NRC_trust,NRC_negative,NRC_positive,n_tokens,n_vad,vad_coverage,avg_valence,avg_arousal,avg_dominance,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,woman,lastname_year,front_runner,i_less_we,fem_male
Houdini,Foster the People,pop/rock,question-circle,D,Bernie Sanders,Bernie,Sanders,2016 Campaign,campaign rally,https://genius.com/Foster-the-people-houdini-lyrics,2016,Sanders 2016,FALSE,319,en,FALSE,houdini,3,39,52,2.5179856115107913,1.7985611510791366,0.7194244604316546,3.5971223021582732,1.079136690647482,1.4388489208633093,0.7194244604316546,0.7194244604316546,3.9568345323741005,1.7985611510791366,298,90,0.30201342281879195,0.21158273381294967,0.19591127098321343,0.20389688249400478,1,278,33.17,88.7,33.85,3.94,69.5,12.59,97.48,79.14,55.04,24.46,17.63,5.76,0.36,7.91,0.72,2.52,6.83,7.55,2.88,0,17.99,8.63,3.24,3.6,3.24,25.54,2.52,0,5.76,0.36,3.6,1.8,22.3,0.72,13.67,2.52,1.08,7.55,1.8,0.36,1.8,0,4.32,1.08,3.24,1.8,0,1.8,1.44,0,0,0,15.11,2.88,1.44,0,0.36,0,1.08,12.23,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,1.08,4.32,4.32,0,0,0,0,0.72,0,7.55,15.47,1.44,4.32,6.12,2.52,0,1.44,3.6,2.16,7.55,1.8,8.99,3.24,2.52,1.8,2.52,29.86,0,6.12,1.08,0,7.19,15.47,0,0,Sanders 2016,0,5.3999999999999995,-0.72
I Gotta Feeling,"Black Eyed Peas, Tony Brusca",pop/rock,question-circle,D,Bernie Sanders,Bernie,Sanders,2016 Campaign,campaign rally,https://genius.com/Black-eyed-peas-i-gotta-feeling-lyrics,2016,Sanders 2016,FALSE,754,en,FALSE,i gotta feeling,3,39,53,0.8250825082508251,0.8250825082508251,0.16501650165016502,0.6600660066006601,0.6600660066006601,0.33003300330033003,0.6600660066006601,0.8250825082508251,0.6600660066006601,0.9900990099009901,617,244,0.39546191247974066,0.11046975599199264,0.07400178542444408,0.0839616133744522,1,606,5.26,90.55,99,99,151.5,5.78,94.72,73.27,62.21,27.06,11.72,4.29,6.93,0.17,0.33,0,15.35,13.37,6.77,0,10.23,21.29,1.49,4.95,0.17,29.87,0.83,0.99,7.43,7.1,0.17,0.17,22.61,0.66,4.13,3.47,0.33,0.17,0.17,0,0.17,0,11.22,9.9,1.32,1.82,1.49,0.33,0.33,0,0,0,17,9.08,0,7.92,0,0,0.99,7.92,0,0,0.33,0,0,0,0,0,1.98,0.17,0.33,0,0.99,0.5,1.16,0,0,0,0,0,0,0.17,0,0.17,0.17,1.16,0,0.5,0,0,0.17,0,10.89,13.2,0.33,3.14,8.25,0.33,0,3.14,15.35,0.17,7.43,5.12,6.93,6.27,0.17,0.5,0,40.92,0,12.71,0,0.5,13.2,14.52,0,0,Sanders 2016,0,-2.6399999999999997,0.33
California Stars,"Billy Bragg, Wilco, Woody Guthrie, Tony Brusca",pop/rock,question-circle,D,Bernie Sanders,Bernie,Sanders,2016 Campaign,campaign rally,https://genius.com/billy-bragg-california-stars-lyrics,2016,Sanders 2016,FALSE,267,en,FALSE,california stars,2,39,54,0,0.37735849056603776,0,0,1.1320754716981132,0.37735849056603776,0,0.37735849056603776,0.37735849056603776,2.2641509433962264,265,112,0.4226415094339623,0.252122641509434,0.1431064690026954,0.17288746630727764,1,265,81.92,16.09,36.55,99,265,12.45,87.92,64.53,51.32,19.25,16.6,12.45,1.13,2.26,0,0.75,2.64,15.85,5.28,0,20.75,5.66,3.02,2.64,0,14.34,3.02,3.02,3.4,2.64,0.75,0,18.87,1.51,12.45,0.75,1.51,8.68,0,0,0.75,0,11.32,9.81,1.51,8.3,6.79,1.51,0.75,0,0,0,9.06,4.15,0.75,0,0,0,0.75,4.91,0,0.75,0,0,0,0,0,0,4.91,0,4.15,0.75,0,0,4.53,0,0,0,0,0.75,0,1.51,0,0.75,6.04,0,0,0,0.75,0,0.75,0,11.7,10.19,0,2.26,5.66,0.75,0,3.02,3.02,0,2.64,0,0.75,0,0.75,0,0,6.42,0,0,0,0,5.66,0.75,0,0,Sanders 2016,0,11.32,0
Pink Houses,"John Mellencamp, Tony Brusca",pop/rock,question-circle,D,Bernie Sanders,Bernie,Sanders,2016 Campaign,campaign rally,https://genius.com/john-mellencamp-pink-houses-lyrics,2016,Sanders 2016,FALSE,393,en,FALSE,pink houses,2,39,55,0.3067484662576687,2.147239263803681,1.2269938650306749,0.9202453987730062,2.147239263803681,1.2269938650306749,1.5337423312883436,1.5337423312883436,1.8404907975460123,3.067484662576687,327,75,0.22935779816513763,0.20205725971370142,0.11532106339468304,0.1483476482617587,1,326,21.44,58.33,47.61,63.72,23.29,9.51,90.8,74.54,52.45,16.87,11.35,3.99,0,3.99,2.45,0.92,5.52,12.88,6.44,0,10.12,9.2,4.91,8.28,4.29,16.26,7.67,2.45,1.84,0,0.92,1.23,15.95,0.61,9.82,1.84,0.61,1.23,0.31,0.61,5.83,0.31,5.52,3.99,1.23,1.23,0.92,0,0,0,0,0,15.95,2.76,0,0,0.31,0,2.15,13.19,2.15,0.31,0.61,3.68,0.92,0.31,0.61,0,4.6,0.31,3.07,0.61,0.61,0,1.23,0.31,0,0,0,0,0,0.31,0.31,0,0,0.92,0,0,0,0.31,0,0,7.98,11.04,0.31,1.23,6.44,3.37,0.31,0,2.15,1.84,8.9,0.31,9.51,1.53,4.6,1.84,1.53,33.74,0,15.34,3.99,0,11.04,3.37,0,0,Sanders 2016,0,3.99,-3.0700000000000003
Revolution,Flogging Molly,pop/rock,question-circle,D,Bernie Sanders,Bernie,Sanders,2016 Campaign,campaign rally,https://genius.com/flogging-molly-revolution-lyrics,2016,Sanders 2016,FALSE,336,en,FALSE,revolution,2,39,56,1.2944983818770226,1.6181229773462784,0.970873786407767,0.970873786407767,1.2944983818770226,2.26537216828479,1.6181229773462784,1.6181229773462784,3.236245954692557,2.588996763754045,312,113,0.3621794871794872,0.1726837929948163,0.15366726809290604,0.16888048801443425,1,309,27.13,49.69,99,28.9,44.14,13.27,91.91,73.79,58.25,17.48,13.59,6.8,4.21,1.29,0,0.97,3.88,16.18,10.68,0.97,10.68,8.74,8.74,8.09,2.91,21.04,1.29,3.24,8.09,4.21,0.65,3.24,23.62,1.29,6.47,1.29,1.29,0.97,0.32,0,2.91,0,3.88,2.27,1.62,0.65,0,0.65,0.65,0,0,0,12.94,3.24,0.65,0,0,0.97,1.62,8.74,0,0,0,0.65,2.91,2.59,0.32,0,3.56,0,0,1.94,1.94,0,2.59,0,0,0,0,0,0,0.97,0,0.65,0,1.29,0,0.97,0,0,0.32,0.32,10.36,14.56,0.32,2.91,11,0.65,0,0.32,8.74,2.27,7.12,2.27,0.65,0.65,0,0,0,20.06,4.85,3.56,0.32,0,10.36,0.97,0,0,Sanders 2016,0,2.59,-0.65
Uprising,Muse,pop/rock,question-circle,D,Bernie Sanders,Bernie,Sanders,2016 Campaign,campaign rally,https://genius.com/muse-uprising-lyrics,2016,Sanders 2016,FALSE,256,en,FALSE,uprising,2,39,57,3.0973451327433628,2.6548672566371683,2.2123893805309733,4.424778761061947,2.6548672566371683,3.0973451327433628,0.8849557522123894,2.6548672566371683,5.3097345132743365,3.5398230088495577,226,95,0.42035398230088494,0.24844899860270145,0.20077782952957615,0.2516581276199348,1,226,10.39,99,65.76,68.97,226,10.18,91.59,76.55,54.42,19.03,15.04,0,8.41,1.77,0,4.87,3.98,11.5,4.87,0.44,8.41,11.5,4.87,7.52,3.54,23.01,4.42,2.65,16.81,8.85,1.77,7.52,23.45,1.77,11.06,0.44,3.1,1.77,0.88,0.44,4.42,0,5.75,4.42,1.33,1.33,0.44,0.88,0.88,0,0,0,23.45,8.41,0,0,0,0.44,7.08,15.04,0,0,0,0,0.44,0.44,0,0,0.44,0,0,0,0.44,0,3.1,2.21,0.88,0,0.44,0,0,0,0.44,0.88,0.44,0.88,0,0,0,0,0,0,17.7,11.5,0.44,5.31,7.96,2.65,0,0,3.98,0.44,0.88,7.96,7.08,7.08,0,0,0,15.04,0,6.19,0,0,1.77,7.08,0,0,Sanders 2016,0,-8.41,0
Kids Don't Stop Demo Version,Mark Foster,pop/rock,question-circle,D,Bernie Sanders,Bernie,Sanders,2016 Campaign,campaign rally,https://genius.com/mark-foster-kids-dont-stop-demo-version-lyrics,2016,Sanders 2016,FALSE,330,en,FALSE,kids don't stop demo version,2,39,58,1.0714285714285714,0.7142857142857143,0.35714285714285715,1.4285714285714286,1.0714285714285714,1.0714285714285714,0,1.4285714285714286,1.7857142857142858,2.142857142857143,280,125,0.44642857142857145,0.1800114285714286,0.16375142857142858,0.16583428571428574,1,280,1,1,99,29.89,21.54,5,96.43,68.93,53.57,21.43,16.07,13.21,0.71,0.71,0,1.43,5.36,8.57,1.07,2.86,8.21,21.07,1.79,2.5,13.93,32.5,4.29,7.14,1.07,0.71,0,0.36,44.64,2.14,2.14,0.71,0.36,1.07,0,0,0,0,4.29,2.5,1.79,2.14,1.79,0.36,0.36,0,0,0,9.29,6.07,0,0,0,0,6.07,3.21,0,0,0,0,0,0,0,0,1.07,0.71,0.36,0,0,0,0.71,0,0,0,0,0,0,0,0,0.36,0.36,1.07,0.36,0,0,0,0.36,0,20.71,12.14,0,4.64,5,2.5,0,0,17.86,3.21,18.21,3.21,2.14,2.14,0,0,0,35.71,4.29,8.57,0,3.57,17.86,1.43,0,0,Sanders 2016,0,12.5,0
God Bless The USA,Lee Greenwood,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/lee-greenwood-god-bless-the-usa-lyrics,2016,Trump 2016,FALSE,252,en,FALSE,god bless the usa,81,57,59,0,2.8,0,1.2,3.2,0.4,0.4,2,0.8,4.4,249,71,0.285140562248996,0.2743830985915493,0.1719549295774648,0.2242985915492958,1,250,14.7,6.49,94.23,99,83.33,6.8,94,71.6,60.8,20.4,16.4,11.2,0.4,0.8,1.2,0.4,4,13.6,4.8,0,13.2,10,7.2,6.8,4,17.6,4.4,2.4,3.6,0.8,2,0.8,21.6,1.2,10.4,1.2,1.6,2.4,0.4,2.4,2,1.2,8.4,8.4,0,4,4,0,0,0,0,0,12.4,4.4,0.4,0.4,0,0,0.8,7.6,1.2,0,1.6,1.2,4,2.4,1.6,0,2.8,0,0,0.4,0,2.4,2,0,0,0,0,0,0,0,1.2,0.8,0,0.4,0,0,0,0,0.4,0,11.2,12.8,0,0.4,12,0.4,0,0,3.6,4.4,7.2,1.6,0,0,0,0,0,10.4,0.8,0.4,0,0,9.2,0,0,0,Trump 2016,1,10.799999999999999,0.40000000000000013
You Can't Always Get What You Want,The Rolling Stones,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/the-rolling-stones-you-cant-always-get-what-you-want-lyrics,2016,Trump 2016,FALSE,512,en,FALSE,you can't always get what you want,68,57,60,0.8714596949891068,0.8714596949891068,0.6535947712418301,0.6535947712418301,1.5250544662309369,1.0893246187363834,0.4357298474945534,1.5250544662309369,1.0893246187363834,2.832244008714597,466,143,0.30686695278969955,0.1369517193046605,0.11392659627953747,0.1112588936118348,1,459,4.94,99,2.18,64.87,57.38,6.1,96.08,81.26,55.12,30.5,23.75,4.14,1.31,14.6,3.7,0,6.75,8.06,2.83,0.44,6.32,6.1,2.4,3.7,4.79,25.27,1.09,0.22,3.27,1.53,1.53,0.22,28.98,0.65,23.53,2.4,0,7.41,12.42,0,6.75,0,3.7,3.27,0.44,0.87,0.65,0.22,0,0.22,0,0,24.62,2.61,0,0.44,0,0,1.31,22,0.87,0,3.05,1.96,0,0,0,0,1.74,1.31,0,0.22,0,0.22,3.49,0.65,0.22,0,0,0.44,0,1.31,0.22,1.53,3.92,5.88,0,0.22,0,0,0,0,11.76,6.75,0.22,0.44,2.4,1.09,1.09,0,1.96,4.36,1.53,3.7,6.97,1.31,3.05,3.27,0.22,19.17,0.44,9.15,0,1.09,5.01,3.49,0,0,Trump 2016,1,2.8299999999999996,1.0899999999999999
Get Ready For This,2 Unlimited,electronic,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/2-unlimited-get-ready-for-this-lyrics,2016,Trump 2016,FALSE,375,en,FALSE,get ready for this,14,57,61,0.6153846153846154,0.9230769230769231,0.6153846153846154,0.6153846153846154,0.3076923076923077,0.6153846153846154,0.6153846153846154,1.8461538461538463,1.2307692307692308,0.9230769230769231,328,117,0.3567073170731707,0.18957790927021695,0.1316844181459566,0.16574884944115711,1,325,54.48,76.47,84.41,92.08,65,4.92,88.92,72,51.69,18.77,12.62,5.54,0.92,5.85,0,0.31,6.15,14.77,7.38,1.54,13.85,7.08,4.31,4,2.15,15.38,7.08,0.92,2.77,0.92,0.31,1.54,16,0.92,7.38,2.15,0.62,1.23,1.54,0,1.23,0,6.46,5.85,0.62,0.31,0,0.31,0,0,0,0,10.15,1.54,0,0,0,0.31,0.31,8.62,0,0,0,0,0,0,0,0,2.15,0,1.23,0.92,0,0,2.15,0,0,0,0,0,0,0,0,0.62,0.62,2.46,0,0,0,0,0.62,0,12,15.69,0,1.23,9.85,1.85,1.23,1.54,4.92,0.92,4.31,1.85,5.54,2.46,3.08,0,0,24.62,0,14.15,1.23,0,8.31,0.92,0,0,Trump 2016,1,4.62,0
Tell Me (You're Coming Back),The Rolling Stones,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/the-rolling-stones-tell-me-youre-coming-back-lyrics,2016,Trump 2016,FALSE,200,en,FALSE,tell me (you're coming back),13,57,62,0,2.0202020202020203,0,0,1.0101010101010102,0,0,0.5050505050505051,0.5050505050505051,2.0202020202020203,198,65,0.3282828282828283,0.29281274281274283,0.20089355089355085,0.2378943278943279,1,198,5.74,95.05,99,20.23,198,3.03,99.49,87.37,57.58,37.88,34.85,17.68,0.51,16.67,0,0,3.03,5.05,2.02,0,13.64,9.09,1.52,3.03,1.52,36.87,1.52,0.51,1.01,0.51,0.51,0,27.78,0.51,8.08,2.53,0.51,2.53,0,0,3.03,0,1.01,0.51,0.51,0.51,0.51,0,0,0,0,0,25.76,8.08,0,0,0,0,7.58,17.68,0,0.51,0,0,0.51,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,2.53,0,0,0,0,0,0,0,12.12,19.19,0,9.09,15.66,0.51,1.01,0.51,5.05,2.02,8.59,6.57,6.06,6.06,0,0,0,10.1,0,1.01,0,0,9.09,0,0,0,Trump 2016,1,17.169999999999998,0
All Right Now,Free,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/free-all-right-now-lyrics,2016,Trump 2016,FALSE,380,en,FALSE,all right now,12,57,63,0,0.9836065573770492,0.6557377049180327,0.32786885245901637,1.639344262295082,0.32786885245901637,0.6557377049180327,0.6557377049180327,1.3114754098360655,1.9672131147540983,306,99,0.3235294117647059,0.2286835568802782,0.13155489319423747,0.17678423580062927,1,305,4.22,94.78,63.35,56,25.42,2.3,96.72,72.46,54.1,21.97,13.44,4.26,0.98,3.61,4.26,0.33,8.52,16.07,1.31,0,6.56,11.48,10.49,1.64,1.64,21.64,2.3,10.49,2.95,1.64,0.66,0.66,37.38,10.49,4.26,0.66,0,1.64,1.64,0,0.66,0,3.61,2.95,0.66,3.28,2.62,0.66,0,0,0,0,22.3,7.87,0,0,0,0.66,3.93,14.43,4.92,0,3.93,0.33,0,0,0,0,1.31,0.66,0.66,0,0,0,1.31,0,0,0,0,0,0,0,0,0.98,0,0.66,0.98,0,0,0,0.33,0,22.62,10.16,0.98,4.26,5.25,1.31,0,0,10.82,3.61,19.34,0,5.25,0.66,3.28,0.66,0.66,39.67,0,19.02,2.62,0.98,10.82,6.23,0,0,Trump 2016,1,3.28,3.6
Funeral for a Friend / Love Lies Bleeding,Elton John,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/elton-john-funeral-for-a-friend-love-lies-bleeding-lyrics,2016,Trump 2016,FALSE,333,en,FALSE,funeral for a friend / love lies bleeding,9,57,64,0.3546099290780142,1.0638297872340425,0.3546099290780142,1.0638297872340425,1.4184397163120568,0.7092198581560284,0.3546099290780142,1.0638297872340425,1.0638297872340425,2.127659574468085,286,64,0.22377622377622375,0.2267065602836879,0.14973958333333334,0.1687777039007092,1,282,29.25,24.85,88.8,59.13,28.2,8.16,90.43,69.5,49.65,19.15,14.54,8.87,0,5.67,0,0,4.61,12.06,4.96,0.35,9.93,6.38,4.26,6.74,2.13,12.06,0.35,3.19,1.06,0,0,1.06,18.44,0.71,9.93,1.77,1.42,1.77,2.48,0,4.96,0,4.61,3.55,1.06,2.84,2.84,0,0,0,0,0,13.48,6.03,0,0,1.06,0,0.35,7.45,0,0,0.35,1.06,0,0,0,0,0.71,0,0.71,0,0,0,7.09,2.48,2.48,0,0,0,0,0.35,1.42,0,0.35,0,0,0,0,0,0,0.35,7.09,7.45,0,1.77,6.03,0,0,0,3.19,3.9,3.55,0.71,14.89,0,0,12.77,2.13,29.08,0,15.25,0,3.55,7.45,2.84,0,0,Trump 2016,1,8.87,-0.7100000000000001
We're Not Gonna Take It,Twisted Sister,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/twisted-sister-were-not-gonna-take-it-lyrics,2016,Trump 2016,FALSE,317,en,FALSE,we're not gonna take it,9,57,65,1.486988847583643,0,1.1152416356877324,0.7434944237918215,0.37174721189591076,0.7434944237918215,0.37174721189591076,0.37174721189591076,2.2304832713754648,0.7434944237918215,278,67,0.24100719424460432,0.24719525051323307,0.1742273761304999,0.16760250790656386,1,269,1,93.81,37.44,1.8,134.5,7.06,97.03,89.22,69.52,30.86,19.7,0.37,14.5,4.83,0,0,11.15,10.04,1.49,0.37,10.41,27.51,5.2,2.97,16.36,40.52,3.35,0.74,18.59,15.24,1.49,1.86,46.84,5.95,12.27,0.74,0.74,0.74,0.37,0,10.04,0,4.46,0.74,3.72,0.74,0,0.74,0,0,0,0,22.68,2.6,0,0,1.12,0.37,0,19.33,0,0,0,0,0,0,0,0,0.37,0.37,0,0,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0.37,9.29,0,0,0.74,0,0.37,0,18.59,2.6,0,1.12,0.74,0.74,0.37,0,4.09,0.74,15.61,11.9,12.27,8.92,2.97,0.37,0,37.92,0,6.32,0.37,0,16.73,14.5,0,0,Trump 2016,1,-14.13,0
Tiny Dancer,Elton John,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/elton-john-tiny-dancer-lyrics,2016,Trump 2016,FALSE,298,en,FALSE,tiny dancer,8,57,66,1.4760147601476015,1.1070110701107012,0.7380073800738007,1.1070110701107012,2.2140221402214024,1.1070110701107012,0.7380073800738007,2.2140221402214024,1.4760147601476015,2.952029520295203,273,106,0.3882783882783883,0.2248416069066351,0.1595140291025552,0.15809371301260183,1,271,71.1,88.35,94.5,35.98,54.2,8.12,84.87,71.22,51.29,16.61,14.76,6.64,0,4.43,3.69,0,1.85,11.81,9.59,0,13.28,4.8,6.27,3.32,1.11,15.5,8.49,5.17,0.74,0.74,0,0,16.97,2.21,5.17,1.85,1.11,1.48,0,1.48,0.74,0,1.85,1.48,0.37,1.48,1.11,0.37,0,0,0,0,16.61,4.43,0,0.74,0,0,1.48,13.65,1.48,0,3.69,1.85,0,0,0,0,5.17,4.43,0,0,0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,18.82,0,3.32,12.18,1.85,2.21,0.74,7.38,2.95,5.9,0.74,1.11,0,0,0.74,0.37,12.92,1.48,8.49,0,0,2.21,0.74,0,0,Trump 2016,1,6.64,1.8399999999999999
Rocket Man,Elton John,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/elton-john-rocket-man-lyrics,2016,Trump 2016,FALSE,391,en,FALSE,rocket man,8,57,67,0.8379888268156425,0.5586592178770949,0.8379888268156425,0.5586592178770949,0.27932960893854747,0.5586592178770949,0,0.8379888268156425,1.1173184357541899,0.8379888268156425,359,131,0.3649025069637883,0.1755384024905113,0.11626721821826089,0.15652479849886988,1,358,13.21,4.26,99,17.02,119.33,2.79,91.62,78.21,59.78,18.16,13.41,10.06,0,0.56,1.4,1.4,4.75,15.36,8.38,0.84,12.29,17.04,4.47,6.98,5.31,24.3,10.61,9.22,0.28,0.28,0,0,32.68,4.19,8.1,6.15,0,0,0.28,0,1.96,0,0.56,0,0.28,0.28,0,0.28,0,0,0.28,0.28,10.06,1.12,0,0,0,0,0,7.26,0.28,0,0.56,4.47,0,0,0,0,1.96,0,1.12,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,19.27,18.44,0,1.96,15.08,0,0,0.28,7.82,0.28,10.06,3.91,5.03,3.91,0,1.12,0,20.39,0.56,8.38,0,0,11.17,0.28,0,0,Trump 2016,1,10.06,-3.9099999999999997
Heart of Stone,The Rolling Stones,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/the-rolling-stones-heart-of-stone-lyrics,2016,Trump 2016,FALSE,267,en,FALSE,heart of stone,7,57,68,0.4424778761061947,0.4424778761061947,0,0,1.7699115044247788,0.4424778761061947,0.4424778761061947,0.8849557522123894,0.8849557522123894,1.7699115044247788,226,80,0.35398230088495575,0.25662057522123893,0.16289823008849558,0.22260508849557523,1,226,1,7.35,56.54,54.6,113,3.54,87.17,74.34,56.19,20.8,14.6,4.87,0,5.31,4.42,0,6.19,19.03,1.77,0,8.41,7.96,10.62,2.21,17.7,18.58,6.64,2.21,3.54,0,3.54,0,33.19,15.49,10.62,1.77,3.98,1.77,1.77,0.88,2.65,0,5.75,3.98,1.77,2.21,0.88,1.33,0,0,1.33,0,13.72,1.77,0,0,0,0,0.88,11.95,0,0.88,5.75,0,0,0,0,0,0.88,0,0.88,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0.44,16.37,8.41,0.44,3.54,5.31,0.88,0.44,0,7.08,2.21,3.1,3.98,2.21,0,0,2.21,0,27.43,0,17.7,0.44,0,9.29,0,0,0,Trump 2016,1,4.87,5.75
Let's Spend the Night Together,The Rolling Stones,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/the-rolling-stones-lets-spend-the-night-together-lyrics,2016,Trump 2016,FALSE,375,en,FALSE,let's spend the night together,7,57,69,0,1.5625,0,0.3125,0.9375,0.9375,0,0.3125,0.625,1.25,353,115,0.32577903682719545,0.20826358695652175,0.1589945652173913,0.1493994565217391,1,320,2.64,70.85,97.61,54.19,320,13.44,95.94,74.69,52.19,25.63,24.69,13.13,6.25,5.31,0,0,0.94,14.38,5.94,0,5,11.88,7.81,4.69,3.13,27.19,2.19,3.75,15.31,12.19,0.94,2.19,36.88,4.06,11.56,1.88,0.31,5.63,0,0,3.75,0,3.44,2.81,0.63,0.94,0.63,0.31,0.31,0,0,0,15.63,1.88,0.94,0.31,0,0.31,0,13.75,1.56,0,0.63,0,0,0,0,0,6.25,0.31,0,0,5.94,0,1.25,0,0,0,0,0,0,0,0,3.75,0,1.25,0,1.25,0,0,0,0,17.5,4.38,0,0.31,3.13,0.31,0,0.63,12.5,0.31,14.38,1.56,4.69,0,0,4.38,0.31,40.63,0,9.06,0,0,13.13,18.44,0,0,Trump 2016,1,6.880000000000001,0.63
Time Is On My Side,The Rolling Stones,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/the-rolling-stones-time-is-on-my-side-lyrics,2016,Trump 2016,FALSE,334,en,FALSE,time is on my side,7,57,70,0,1.4234875444839858,0,0.35587188612099646,1.4234875444839858,0.35587188612099646,0.35587188612099646,1.0676156583629892,0.7117437722419929,2.491103202846975,281,114,0.405693950177936,0.2134138727601923,0.13824061934194917,0.17814821751888618,1,281,8.68,69.1,99,20.23,140.5,5.69,99.64,74.38,51.96,21.71,17.08,9.61,0,7.47,0,0,4.63,9.61,1.42,0,10.68,16.37,3.2,3.91,1.42,32.38,2.14,1.78,0,0,0,0,40.57,6.76,7.12,1.42,0.71,2.49,0,0.36,1.07,0.36,3.2,1.42,1.42,1.78,0.71,0.71,0.71,0,0,0,12.81,2.85,0,0,0,0,2.49,9.61,1.78,0,0,0,0,0,0,0,0.36,0,0,0,0.36,0,0.36,0,0,0,0,0,0,0,0,1.78,0.71,0.36,0,0,0,0,0,0.71,28.47,19.22,0.71,8.54,13.88,0.71,0,0,12.81,2.49,9.96,7.83,6.41,0,5.34,1.07,0,24.91,0,13.52,0,0.36,6.05,4.98,0,0,Trump 2016,1,9.61,0
Rolling in the Deep,Adele,pop/rock,question-circle,R,Donald Trump,Donald,Trump,2016 Campaign,campaign rally,https://genius.com/adele-rolling-in-the-deep-lyrics,2016,Trump 2016,FALSE,622,en,FALSE,rolling in the deep,6,57,71,0.7326007326007326,0.7326007326007326,0.7326007326007326,1.098901098901099,1.2820512820512822,1.2820512820512822,0.9157509157509157,1.098901098901099,1.2820512820512822,2.0146520146520146,546,151,0.2765567765567766,0.10149188559784586,0.08985396501952794,0.09008563180748612,1,546,12.58,96.3,96.1,88.66,546,7.88,94.14,80.22,65.02,25.46,20.33,7.51,1.65,10.44,0,0.73,5.13,13.74,6.23,0.18,14.84,18.13,3.85,2.2,3.11,28.75,3.66,3.11,2.56,2.2,0.18,0.18,29.49,4.95,6.59,0.92,0.55,4.03,0.37,0,0.92,0.37,6.04,5.31,0.55,1.1,0.73,0.37,0,0,0.37,0.18,17.58,4.4,0.37,0,0,0,0.37,13.19,0.18,0,0,0,0,0,0,0,2.56,1.47,0.18,0,0.55,0.37,3.11,0.37,0.37,0,0,0,0,0,0,0,2.2,0.18,0,0,0,0.18,0,0.37,4.03,18.5,0.37,6.96,12.45,1.1,0.18,0.37,3.11,10.62,6.04,7.88,5.86,4.4,0.18,0.37,0.92,20.33,0,4.4,0,0,6.41,9.52,0,0,Trump 2016,1,5.859999999999999,0
